Transcript	Tax_Annotation	Max_Annotation	Description	PFAM	KO_All	KO_sig	Pathway_all	Pathway_sig	GO_BP	GO_sig	Figure_term	
lpl2_a_DN233_c0_g3_i1	COG1732@1|root,COG1732@2|Bacteria,1MV9N@1224|Proteobacteria,1RN72@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	OpuAC	ko:K05845		ko02010,map02010		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0009628,GO:0009987,GO:0015695,GO:0015696,GO:0015697,GO:0015838,GO:0016020,GO:0031460,GO:0033554,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0071214,GO:0071470,GO:0071474,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0104004	cellular process,		
lpl2_a_DN236_c0_g1_i3	COG0468@1|root,COG0468@2|Bacteria,1MU3C@1224|Proteobacteria,1RMHP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage	RecA	ko:K03553		ko03440,map03440		GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009314,GO:0009432,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0010212,GO:0031668,GO:0033554,GO:0034641,GO:0040011,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048870,GO:0050896,GO:0051179,GO:0051674,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363	cellular process,		
lpl2_a_DN240_c0_g1_i4	COG3072@1|root,COG3072@2|Bacteria,1PI5T@1224|Proteobacteria,1RMPZ@1236|Gammaproteobacteria,3X106@547|Enterobacter	1236|Gammaproteobacteria	Belongs to the adenylyl cyclase class-1 family	Adenyl_cycl_N,Adenylate_cycl	ko:K05851		ko00230,ko02026,ko05111,map00230,map02026,map05111		GO:0003674,GO:0003824,GO:0004016,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006171,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009975,GO:0009987,GO:0016829,GO:0016849,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046058,GO:0046390,GO:0046483,GO:0052652,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	organophosphate metabolic process,cyclic nucleotide metabolic process,cellular process,nucleobase-containing small molecule met...,ribonucleotide metabolic process,purine-containing compound metabolic pro...,purine ribonucleotide metabolic process,carbohydrate derivative metabolic proces...,nucleotide metabolic process,purine nucleotide metabolic process,	Nucleotide Metabolism	
lpl2_a_DN240_c0_g1_i5	COG3072@1|root,COG3072@2|Bacteria,1PI5T@1224|Proteobacteria,1RMPZ@1236|Gammaproteobacteria,3X106@547|Enterobacter	1236|Gammaproteobacteria	Belongs to the adenylyl cyclase class-1 family	Adenyl_cycl_N,Adenylate_cycl	ko:K05851		ko00230,ko02026,ko05111,map00230,map02026,map05111		GO:0003674,GO:0003824,GO:0004016,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006171,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009975,GO:0009987,GO:0016829,GO:0016849,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046058,GO:0046390,GO:0046483,GO:0052652,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	organophosphate metabolic process,cyclic nucleotide metabolic process,cellular process,nucleobase-containing small molecule met...,ribonucleotide metabolic process,purine-containing compound metabolic pro...,purine ribonucleotide metabolic process,carbohydrate derivative metabolic proces...,nucleotide metabolic process,purine nucleotide metabolic process,	Nucleotide Metabolism	
lpl2_a_DN240_c1_g1_i3	COG3071@1|root,COG3071@2|Bacteria,1MU7A@1224|Proteobacteria,1RMRG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	enzyme of heme biosynthesis	HemY_N,TPR_2	ko:K02498		-		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			
lpl2_a_DN242_c0_g1_i1	COG2992@1|root,COG2992@2|Bacteria,1RD3U@1224|Proteobacteria,1S3RA@1236|Gammaproteobacteria,3X0PQ@547|Enterobacter	1236|Gammaproteobacteria	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase	Glucosaminidase	ko:K03796		-		-		Carbohydrate Metabolism	
lpl2_a_DN2484_c0_g1_i1	COG0092@1|root,COG0092@2|Bacteria,1TPCP@1239|Firmicutes,4HAUR@91061|Bacilli,4B033@81852|Enterococcaceae	91061|Bacilli	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation	KH_2,Ribosomal_S3_C	ko:K02982		ko03010,map03010		GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	cellular process,translation,peptide biosynthetic process,protein metabolic process,	Translation	
lpl2_a_DN2487_c0_g2_i1	COG0243@1|root,COG0243@2|Bacteria,1NR6J@1224|Proteobacteria,1RMVE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	Molybdop_Fe4S4,Molybdopterin,Molydop_binding	ko:K07306,ko:K08351		ko00780,ko00920,ko01100,map00780,map00920,map01100		GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009061,GO:0009390,GO:0009897,GO:0009986,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0022900,GO:0031224,GO:0031226,GO:0031233,GO:0031237,GO:0032991,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071944,GO:0098552,GO:0098567,GO:1902494	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,cellular respiration,cellular process,	Cellular Respiration	
lpl2_a_DN2511_c0_g1_i1	COG2199@1|root,COG2203@1|root,COG2199@2|Bacteria,COG2203@2|Bacteria,1RGKE@1224|Proteobacteria,1RPC0@1236|Gammaproteobacteria,3X23D@547|Enterobacter	1236|Gammaproteobacteria	Diguanylate cyclase	GAF,GAF_2,GGDEF,PAS_3,PAS_4,PAS_9	-		-		-			
lpl2_a_DN252_c0_g2_i2	COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,1RMD1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	glutamine synthetase	Gln-synt_C,Gln-synt_N	ko:K01915		ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727		GO:0003674,GO:0003824,GO:0004356,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006541,GO:0006542,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009314,GO:0009628,GO:0009987,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0019676,GO:0019740,GO:0019752,GO:0042802,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0050896,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	cellular process,		
lpl2_a_DN2620_c0_g1_i1	COG4580@1|root,COG4580@2|Bacteria,1MX77@1224|Proteobacteria,1RPMF@1236|Gammaproteobacteria,3X0H0@547|Enterobacter	1236|Gammaproteobacteria	Involved in the transport of maltose and maltodextrins	LamB	ko:K02024		-		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0008643,GO:0009279,GO:0009987,GO:0015144,GO:0015159,GO:0015267,GO:0015288,GO:0015774,GO:0016020,GO:0016021,GO:0019867,GO:0022803,GO:0022829,GO:0022857,GO:0022884,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031975,GO:0032991,GO:0033036,GO:0033037,GO:0033554,GO:0034219,GO:0042956,GO:0042958,GO:0044425,GO:0044462,GO:0044464,GO:0045203,GO:0046930,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071944,GO:0098796	polysaccharide transport,polysaccharide localization,maltodextrin transmembrane transport,cellular process,carbohydrate transmembrane transport,carbohydrate transport,	Carbohydrate Transport	
lpl2_a_DN2620_c0_g1_i2	COG4580@1|root,COG4580@2|Bacteria,1MX77@1224|Proteobacteria,1RPMF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	involved in the transport of maltose and maltodextrins	LamB	ko:K02024		-		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0008643,GO:0009279,GO:0009987,GO:0015144,GO:0015159,GO:0015267,GO:0015288,GO:0015774,GO:0016020,GO:0016021,GO:0019867,GO:0022803,GO:0022829,GO:0022857,GO:0022884,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031975,GO:0032991,GO:0033036,GO:0033037,GO:0033554,GO:0034219,GO:0042956,GO:0042958,GO:0044425,GO:0044462,GO:0044464,GO:0045203,GO:0046930,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071944,GO:0098796	polysaccharide transport,polysaccharide localization,maltodextrin transmembrane transport,cellular process,carbohydrate transmembrane transport,carbohydrate transport,	Carbohydrate Transport	
lpl2_a_DN269_c0_g1_i1	COG0813@1|root,COG0813@2|Bacteria,1MUW6@1224|Proteobacteria,1RMMA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Purine nucleoside phosphorylase	PNP_UDP_1	ko:K03784		ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110		GO:0003674,GO:0003824,GO:0004731,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009164,GO:0009987,GO:0015949,GO:0016740,GO:0016757,GO:0016763,GO:0019439,GO:0019686,GO:0033554,GO:0034641,GO:0034655,GO:0034656,GO:0042278,GO:0042802,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	cellular process,nucleobase-containing small molecule met...,purine-containing compound metabolic pro...,carbohydrate derivative metabolic proces...,	Nucleotide Metabolism	
lpl2_a_DN269_c0_g1_i3	COG1015@1|root,COG1015@2|Bacteria,1MVN8@1224|Proteobacteria,1RQ6W@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Phosphotransfer between the C1 and C5 carbon atoms of pentose	Metalloenzyme	ko:K01839		ko00030,ko00230,map00030,map00230		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008973,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009262,GO:0009264,GO:0009987,GO:0016853,GO:0016866,GO:0016868,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	organophosphate metabolic process,cellular process,nucleobase-containing small molecule met...,deoxyribonucleotide catabolic process,carbohydrate derivative metabolic proces...,nucleobase-containing small molecule bio...,nucleotide metabolic process,	Nucleotide Metabolism	
lpl2_a_DN269_c0_g1_i5	COG1015@1|root,COG1015@2|Bacteria,1MVN8@1224|Proteobacteria,1RQ6W@1236|Gammaproteobacteria,3X077@547|Enterobacter	1236|Gammaproteobacteria	Phosphotransfer between the C1 and C5 carbon atoms of pentose	Metalloenzyme	ko:K01839		ko00030,ko00230,map00030,map00230		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008973,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009262,GO:0009264,GO:0009987,GO:0016853,GO:0016866,GO:0016868,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	organophosphate metabolic process,cellular process,nucleobase-containing small molecule met...,deoxyribonucleotide catabolic process,carbohydrate derivative metabolic proces...,nucleobase-containing small molecule bio...,nucleotide metabolic process,	Nucleotide Metabolism	
lpl2_a_DN275_c0_g2_i1	COG0745@1|root,COG0745@2|Bacteria,1N0YI@1224|Proteobacteria,1RMWT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Response_reg,Trans_reg_C	ko:K07660		ko01503,ko02020,map01503,map02020		GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0042802,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141			
lpl2_a_DN27_c0_g1_i11	COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,1RMBM@1236|Gammaproteobacteria,3X139@547|Enterobacter	1236|Gammaproteobacteria	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	Gp_dh_C,Gp_dh_N	ko:K00134		ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010		GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016491,GO:0016620,GO:0016903,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0036094,GO:0042866,GO:0043436,GO:0043891,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0051287,GO:0055086,GO:0055114,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576	generation of precursor metabolites and ...,organophosphate metabolic process,cellular process,nucleobase-containing small molecule met...,ribonucleotide metabolic process,purine-containing compound metabolic pro...,purine ribonucleotide metabolic process,ribonucleoside triphosphate metabolic pr...,carbohydrate derivative metabolic proces...,nucleobase-containing small molecule bio...,nucleotide metabolic process,purine nucleotide metabolic process,	Nucleotide Metabolism	
lpl2_a_DN28_c1_g1_i1	COG0086@1|root,COG0086@2|Bacteria,1MU3M@1224|Proteobacteria,1RPYH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5	ko:K03046		ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020		GO:0000428,GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	cellular process,	Transcription	
lpl2_a_DN296_c0_g1_i5	COG4974@1|root,COG4974@2|Bacteria,1MVNF@1224|Proteobacteria,1RPI8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	recombinase XerD	Phage_int_SAM_1,Phage_integrase	ko:K04763		-		GO:0000150,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006276,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008907,GO:0009009,GO:0009037,GO:0009314,GO:0009628,GO:0009987,GO:0015074,GO:0032991,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0048476,GO:0050896,GO:0071139,GO:0071704,GO:0090304,GO:0140097,GO:1901360	cellular process,		
lpl2_a_DN29_c0_g1_i3	COG0768@1|root,COG0768@2|Bacteria,1MUNY@1224|Proteobacteria,1RNGW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Catalyzes cross-linking of the peptidoglycan cell wall at the division septum	PBP_dimer,Transpeptidase	ko:K03587		ko00550,ko01501,map00550,map01501		GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008144,GO:0008150,GO:0008658,GO:0008955,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031224,GO:0031226,GO:0031406,GO:0032153,GO:0033218,GO:0033293,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043177,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051301,GO:0071944,GO:0097159,GO:1901363,GO:1901681	cellular process,	Protein Metabolism	
lpl2_a_DN2_c0_g1_i2	COG0566@1|root,COG0566@2|Bacteria,1MXGV@1224|Proteobacteria,1RNWQ@1236|Gammaproteobacteria,3X1PS@547|Enterobacter	1236|Gammaproteobacteria	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	SpoU_methylase,SpoU_sub_bind	ko:K03214		-		GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070039,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	cellular process,		
lpl2_a_DN31_c0_g1_i14	2DSV3@1|root,33HII@2|Bacteria,1VQ64@1239|Firmicutes,4IGTW@91061|Bacilli,3F8RY@33958|Lactobacillaceae	91061|Bacilli	ORF located using Blastx	-	-		-		-			
lpl2_a_DN31_c0_g1_i15	2DSV3@1|root,33HII@2|Bacteria,1VQ64@1239|Firmicutes,4IGTW@91061|Bacilli,3F8RY@33958|Lactobacillaceae	91061|Bacilli	ORF located using Blastx	-	-		-		-			
lpl2_a_DN3233_c0_g1_i1	2B9ZZ@1|root,323DM@2|Bacteria,1V6N4@1239|Firmicutes,24JC8@186801|Clostridia,36RET@31979|Clostridiaceae	186801|Clostridia	COG NOG15344 non supervised orthologous group	-	-		-		-			
lpl2_a_DN334_c0_g1_i3	COG0491@1|root,COG0491@2|Bacteria,1MUDN@1224|Proteobacteria,1RMMG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	COG0491 Zn-dependent hydrolases, including glyoxylases	Lactamase_B	ko:K01069		ko00620,map00620		GO:0003674,GO:0003824,GO:0004416,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0008150,GO:0008152,GO:0009056,GO:0009438,GO:0009987,GO:0016787,GO:0016788,GO:0016790,GO:0019243,GO:0019752,GO:0032787,GO:0042180,GO:0042182,GO:0043436,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0051596,GO:0061727,GO:0071704,GO:1901575,GO:1901615	cellular process,		
lpl2_a_DN338_c0_g1_i2	COG0443@1|root,COG0443@2|Bacteria,1MVQI@1224|Proteobacteria,1RN74@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Chaperone involved in the maturation of iron-sulfur cluster-containing proteins. Has a low intrinsic ATPase activity which is markedly stimulated by HscB	HSP70	ko:K04044		-		GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043531,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0050896,GO:0051604,GO:0051716,GO:0070417,GO:0071704,GO:0097159,GO:0097367,GO:0097428,GO:1901265,GO:1901363,GO:1901564,GO:1902494,GO:1990230,GO:1990234	cellular process,response to cold,protein metabolic process,	Protein Metabolism	
